Year,Month,State,Age Group,Footnote,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths"
2020,12,Oklahoma,35-44 years,,34,162,17,11,0,40
2020,12,Oklahoma,45-54 years,,94,333,42,32,0,104
2020,12,Oklahoma,55-64 years,,251,768,141,98,0,294
2020,12,Oklahoma,65-74 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,478,1276,266,199,4,545
2020,12,Oklahoma,75-84 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,568,1421,265,205,4,628
2020,12,Oklahoma,85 years and over,,582,1534,284,224,0,642
2021,1,Oklahoma,All Ages,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1956,5550,1098,862,4,2196
2021,1,Oklahoma,Under 1 year,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,32,0,0,0,4
2021,1,Oklahoma,1-4 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,0,0,0,0
2021,1,Oklahoma,5-14 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,4,0,0,4
2021,1,Oklahoma,15-24 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,44,4,4,0,4
2021,1,Oklahoma,25-34 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,18,79,4,4,0,19
2021,1,Oklahoma,35-44 years,,29,142,15,12,0,32
2021,1,Oklahoma,45-54 years,,94,316,67,51,0,110
2021,1,Oklahoma,55-64 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,229,800,157,119,4,268
2021,1,Oklahoma,65-74 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,482,1228,278,224,4,539
2021,1,Oklahoma,75-84 years,,563,1439,307,246,0,624
2021,1,Oklahoma,85 years and over,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,537,1460,262,201,4,598
2021,2,Oklahoma,All Ages,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,800,3958,587,379,4,1009
2021,2,Oklahoma,Under 1 year,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,21,4,0,0,4
2021,2,Oklahoma,1-4 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,0,0,0,0
2021,2,Oklahoma,5-14 years,,0,12,0,0,0,0
2021,2,Oklahoma,15-24 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,40,4,4,0,4
2021,2,Oklahoma,25-34 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,69,4,4,0,4
2021,2,Oklahoma,35-44 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,118,4,4,0,15
2021,2,Oklahoma,45-54 years,,53,263,30,25,0,58
2021,2,Oklahoma,55-64 years,,135,613,94,58,0,171
2021,2,Oklahoma,65-74 years,,207,905,160,104,0,263
2021,2,Oklahoma,75-84 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,214,989,163,110,4,268
2021,2,Oklahoma,85 years and over,,179,922,120,78,0,221
2021,3,Oklahoma,All Ages,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,310,3675,388,147,4,553
2021,3,Oklahoma,Under 1 year,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,31,4,0,0,4
2021,3,Oklahoma,1-4 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,0,0,0,0
2021,3,Oklahoma,5-14 years,,0,13,0,0,0,0
2021,3,Oklahoma,15-24 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,47,4,0,0,4
2021,3,Oklahoma,25-34 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,83,4,0,0,4
2021,3,Oklahoma,35-44 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,131,12,4,0,16
2021,3,Oklahoma,45-54 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,21,243,20,12,4,30
2021,3,Oklahoma,55-64 years,,66,519,70,33,0,103
2021,3,Oklahoma,65-74 years,,83,874,105,41,0,147
2021,3,Oklahoma,75-84 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,78,908,98,34,4,143
2021,3,Oklahoma,85 years and over,,51,822,76,22,0,105
2021,4,Oklahoma,All Ages,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,167,3359,295,83,4,380
2021,4,Oklahoma,Under 1 year,,0,27,0,0,0,0
2021,4,Oklahoma,1-4 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,0,0,0,0
2021,4,Oklahoma,5-14 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,13,4,0,0,4
2021,4,Oklahoma,15-24 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,44,4,4,0,4
2021,4,Oklahoma,25-34 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,66,4,4,0,4
2021,4,Oklahoma,35-44 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10,136,12,4,0,15
2021,4,Oklahoma,45-54 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,19,231,21,4,0,31
2021,4,Oklahoma,55-64 years,,23,507,36,11,0,48
2021,4,Oklahoma,65-74 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,35,748,82,20,4,97
2021,4,Oklahoma,75-84 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,44,796,70,23,4,92
2021,4,Oklahoma,85 years and over,,32,787,70,11,0,91
2021,5,Oklahoma,All Ages,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,126,3452,272,55,4,344
2021,5,Oklahoma,Under 1 year,,0,35,0,0,0,0
2021,5,Oklahoma,1-4 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,4,4,4,0,4
2021,5,Oklahoma,5-14 years,,0,11,0,0,0,0
2021,5,Oklahoma,15-24 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,46,4,4,0,4
2021,5,Oklahoma,25-34 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,85,4,0,0,4
2021,5,Oklahoma,35-44 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,147,4,4,0,4
2021,5,Oklahoma,45-54 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,12,221,12,4,0,19
2021,5,Oklahoma,55-64 years,,21,538,61,14,0,68
2021,5,Oklahoma,65-74 years,,29,715,59,10,0,78
2021,5,Oklahoma,75-84 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,32,823,73,14,4,92
2021,5,Oklahoma,85 years and over,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,25,829,57,4,0,73
2021,6,Oklahoma,All Ages,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,116,3429,265,57,4,328
2021,6,Oklahoma,Under 1 year,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,32,4,0,0,4
2021,6,Oklahoma,1-4 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,0,0,0,0
2021,6,Oklahoma,5-14 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,10,4,0,0,4
2021,6,Oklahoma,15-24 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,49,0,0,0,4
2021,6,Oklahoma,25-34 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,76,4,4,0,4
2021,6,Oklahoma,35-44 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,134,4,4,0,4
2021,6,Oklahoma,45-54 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,14,201,21,4,0,28
2021,6,Oklahoma,55-64 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,18,525,51,12,4,59
2021,6,Oklahoma,65-74 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,25,744,60,12,4,75
2021,6,Oklahoma,75-84 years,,27,888,75,13,0,89
2021,6,Oklahoma,85 years and over,,23,767,47,10,0,60
2021,7,Oklahoma,All Ages,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,236,3758,331,105,4,463
2021,7,Oklahoma,Under 1 year,,0,22,0,0,0,0
2021,7,Oklahoma,1-4 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,0,0,0,0
2021,7,Oklahoma,5-14 years,,0,10,0,0,0,0
2021,7,Oklahoma,15-24 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,39,4,0,0,4
2021,7,Oklahoma,25-34 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,91,4,4,0,4
2021,7,Oklahoma,35-44 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,20,148,11,4,0,26
2021,7,Oklahoma,45-54 years,,27,256,24,13,0,38
2021,7,Oklahoma,55-64 years,,51,546,52,24,0,79
2021,7,Oklahoma,65-74 years,,51,839,90,23,0,118
2021,7,Oklahoma,75-84 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,45,941,90,21,4,115
2021,7,Oklahoma,85 years and over,,38,862,57,18,0,77
2021,8,Oklahoma,All Ages,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1066,4692,776,532,4,1312
2021,8,Oklahoma,Under 1 year,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,26,4,0,0,4
2021,8,Oklahoma,1-4 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,0,0,0,0
2021,8,Oklahoma,5-14 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,4,0,0,0,4
2021,8,Oklahoma,15-24 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,58,4,4,0,4
2021,8,Oklahoma,25-34 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,25,103,12,4,0,28
2021,8,Oklahoma,35-44 years,,75,219,36,33,0,78
2021,8,Oklahoma,45-54 years,,128,349,65,57,0,136
2021,8,Oklahoma,55-64 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,213,768,165,120,4,259
2021,8,Oklahoma,65-74 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,244,1110,184,121,4,308
2021,8,Oklahoma,75-84 years,,222,1111,189,121,0,290
2021,8,Oklahoma,85 years and over,,150,940,121,69,0,202
2021,9,Oklahoma,All Ages,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1298,4761,877,659,4,1519
2021,9,Oklahoma,Under 1 year,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,27,0,0,0,4
2021,9,Oklahoma,1-4 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,0,0,0,0
2021,9,Oklahoma,5-14 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,10,4,4,0,4
2021,9,Oklahoma,15-24 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,48,4,4,4,4
2021,9,Oklahoma,25-34 years,,30,122,17,14,0,33
2021,9,Oklahoma,35-44 years,,78,225,50,43,0,85
2021,9,Oklahoma,45-54 years,,175,388,107,92,0,190
2021,9,Oklahoma,55-64 years,,303,798,187,154,0,336
2021,9,Oklahoma,65-74 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,292,1065,211,158,4,346
2021,9,Oklahoma,75-84 years,,271,1118,193,132,0,332
2021,9,Oklahoma,85 years and over,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,140,959,105,63,4,183
2021,10,Oklahoma,All Ages,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,699,4222,563,345,4,918
2021,10,Oklahoma,Under 1 year,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,32,4,0,0,4
2021,10,Oklahoma,1-4 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,0,0,0,0
2021,10,Oklahoma,5-14 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,0,0,0,0
2021,10,Oklahoma,15-24 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,49,4,4,0,4
2021,10,Oklahoma,25-34 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,12,93,10,4,0,16
2021,10,Oklahoma,35-44 years,,38,173,30,22,0,46
2021,10,Oklahoma,45-54 years,,90,324,50,40,0,100
2021,10,Oklahoma,55-64 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,140,608,110,80,4,171
2021,10,Oklahoma,65-74 years,,183,971,158,102,0,239
2021,10,Oklahoma,75-84 years,,122,1010,109,52,0,179
2021,10,Oklahoma,85 years and over,,108,950,91,40,0,159
2021,11,Oklahoma,All Ages,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,433,3822,430,211,4,652
2021,11,Oklahoma,Under 1 year,,0,21,0,0,0,0
2021,11,Oklahoma,1-4 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,0,0,0,0
2021,11,Oklahoma,5-14 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,4,0,0,4
2021,11,Oklahoma,15-24 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,41,4,4,0,4
2021,11,Oklahoma,25-34 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,78,4,4,0,4
2021,11,Oklahoma,35-44 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,22,149,15,10,4,27
2021,11,Oklahoma,45-54 years,,51,269,39,28,0,62
2021,11,Oklahoma,55-64 years,,83,599,83,46,0,120
2021,11,Oklahoma,65-74 years,,101,839,106,50,0,157
2021,11,Oklahoma,75-84 years,,96,964,103,46,0,153
2021,11,Oklahoma,85 years and over,,71,858,74,27,0,118
2021,12,Oklahoma,All Ages,,643,4472,657,346,15,967
2021,12,Oklahoma,Under 1 year,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,23,4,0,0,4
2021,12,Oklahoma,1-4 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,4,0,0,4
2021,12,Oklahoma,5-14 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,15,4,4,0,4
2021,12,Oklahoma,15-24 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,59,4,4,0,4
2021,12,Oklahoma,25-34 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,17,91,12,4,0,21
2021,12,Oklahoma,35-44 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,28,171,25,13,4,41
2021,12,Oklahoma,45-54 years,,64,320,58,35,0,87
2021,12,Oklahoma,55-64 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,126,690,120,70,4,177
2021,12,Oklahoma,65-74 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,169,1047,175,101,4,246
2021,12,Oklahoma,75-84 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,143,1106,164,77,4,236
2021,12,Oklahoma,85 years and over,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,88,944,89,35,4,144
2022,1,Oklahoma,All Ages,,1502,5592,1023,725,25,1820
2022,1,Oklahoma,Under 1 year,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,28,4,0,4,4
2022,1,Oklahoma,1-4 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,4,0,0,4
2022,1,Oklahoma,5-14 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,4,0,0,0,4
2022,1,Oklahoma,15-24 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,49,4,4,0,4
2022,1,Oklahoma,25-34 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,19,104,11,11,4,20
2022,1,Oklahoma,35-44 years,,54,195,38,28,0,64
2022,1,Oklahoma,45-54 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,113,350,74,54,4,134
2022,1,Oklahoma,55-64 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,249,812,156,119,4,287
2022,1,Oklahoma,65-74 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,379,1253,245,188,4,439
2022,1,Oklahoma,75-84 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,394,1411,291,204,4,485
2022,1,Oklahoma,85 years and over,,286,1381,202,120,10,377
2022,2,Oklahoma,All Ages,,1183,4376,864,635,13,1419
2022,2,Oklahoma,Under 1 year,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,18,4,4,0,4
2022,2,Oklahoma,1-4 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,4,4,4,0,4
2022,2,Oklahoma,5-14 years,,0,10,0,0,0,0
2022,2,Oklahoma,15-24 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,39,4,4,0,4
2022,2,Oklahoma,25-34 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,14,84,10,4,0,15
2022,2,Oklahoma,35-44 years,,27,131,24,18,0,33
2022,2,Oklahoma,45-54 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,79,285,60,42,4,98
2022,2,Oklahoma,55-64 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,184,610,139,100,4,225
2022,2,Oklahoma,65-74 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,297,1009,244,186,4,356
2022,2,Oklahoma,75-84 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,345,1170,225,169,4,404
2022,2,Oklahoma,85 years and over,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,232,1018,158,108,4,282
2022,3,Oklahoma,All Ages,,338,3948,407,167,16,591
2022,3,Oklahoma,Under 1 year,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,28,4,4,0,4
2022,3,Oklahoma,1-4 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,4,0,0,4
2022,3,Oklahoma,5-14 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,0,0,0,0
2022,3,Oklahoma,15-24 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,50,4,4,0,4
2022,3,Oklahoma,25-34 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,85,4,4,4,11
2022,3,Oklahoma,35-44 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10,147,16,4,0,22
2022,3,Oklahoma,45-54 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,15,245,17,4,4,24
2022,3,Oklahoma,55-64 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,69,591,79,42,4,109
2022,3,Oklahoma,65-74 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,90,887,106,48,4,149
2022,3,Oklahoma,75-84 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,84,1021,107,40,4,157
2022,3,Oklahoma,85 years and over,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,63,882,69,21,4,113
2022,4,Oklahoma,All Ages,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,124,3424,259,41,4,349
2022,4,Oklahoma,Under 1 year,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,33,4,0,0,4
2022,4,Oklahoma,1-4 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,4,0,0,0,4
2022,4,Oklahoma,5-14 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,11,4,0,0,4
2022,4,Oklahoma,15-24 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,35,0,0,0,4
2022,4,Oklahoma,25-34 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,83,0,0,4,4
2022,4,Oklahoma,35-44 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,130,4,4,0,4
2022,4,Oklahoma,45-54 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,230,15,4,4,21
2022,4,Oklahoma,55-64 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,17,485,41,4,0,51
2022,4,Oklahoma,65-74 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,25,757,64,14,4,77
2022,4,Oklahoma,75-84 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,32,835,66,10,4,91
2022,4,Oklahoma,85 years and over,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,31,817,67,4,4,94
2022,5,Oklahoma,All Ages,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,94,3472,252,31,4,320
2022,5,Oklahoma,Under 1 year,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,35,0,0,0,4
2022,5,Oklahoma,1-4 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,4,0,0,4
2022,5,Oklahoma,5-14 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,0,0,0,0
2022,5,Oklahoma,15-24 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,46,4,0,0,4
2022,5,Oklahoma,25-34 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,83,4,4,0,4
2022,5,Oklahoma,35-44 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,131,4,4,0,4
2022,5,Oklahoma,45-54 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,200,14,4,0,17
2022,5,Oklahoma,55-64 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,13,516,46,4,0,54
2022,5,Oklahoma,65-74 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,23,770,48,4,4,68
2022,5,Oklahoma,75-84 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,23,859,63,10,4,78
2022,5,Oklahoma,85 years and over,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,23,819,67,4,4,86
2022,6,Oklahoma,All Ages,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,125,3423,244,34,4,336
2022,6,Oklahoma,Under 1 year,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,23,4,4,0,4
2022,6,Oklahoma,1-4 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,0,0,0,0
2022,6,Oklahoma,5-14 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,14,4,0,0,4
2022,6,Oklahoma,15-24 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,35,4,0,0,4
2022,6,Oklahoma,25-34 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,77,4,4,0,4
2022,6,Oklahoma,35-44 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,155,4,4,0,10
2022,6,Oklahoma,45-54 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,201,4,4,0,14
2022,6,Oklahoma,55-64 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,16,508,32,4,4,43
2022,6,Oklahoma,65-74 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,18,744,60,4,0,73
2022,6,Oklahoma,75-84 years,,39,858,72,12,0,99
2022,6,Oklahoma,85 years and over,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,38,800,57,4,0,89
2022,7,Oklahoma,All Ages,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,189,3732,259,61,4,387
2022,7,Oklahoma,Under 1 year,,0,22,0,0,0,0
2022,7,Oklahoma,1-4 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,4,0,0,0,4
2022,7,Oklahoma,5-14 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,0,0,0,0
2022,7,Oklahoma,15-24 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,52,4,0,0,4
2022,7,Oklahoma,25-34 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,87,4,0,0,4
2022,7,Oklahoma,35-44 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,145,4,4,0,10
2022,7,Oklahoma,45-54 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,11,252,18,4,0,22
2022,7,Oklahoma,55-64 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,23,533,39,4,0,54
2022,7,Oklahoma,65-74 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,28,853,67,4,4,87
